user_id,group,rounds_total,ret_7
2488253,level_10,3,0
2488363,level_25,11,0
2488435,level_10,3,0
2488443,level_25,3,0
2488623,level_25,36,0
2488688,level_25,12,0
2488763,level_25,425,1
2488815,level_10,26,0
2489247,level_25,16,0
2489430,level_10,1,0
2489498,level_10,8,0
2489538,level_10,56,1
2489587,level_25,33,0
2489641,level_25,14,0
2489800,level_10,1,0
2489869,level_25,74,0
2489995,level_25,128,0
2490070,level_25,29,0
2490260,level_10,3,0
2490637,level_25,19,0
2490663,level_25,1,0
2490735,level_25,49,1
2490847,level_25,87,0
2490874,level_25,6,0
2491064,level_10,196,0
2491575,level_10,22,0
2491792,level_10,31,0
2491795,level_25,114,0
2491892,level_25,7,0
2491985,level_25,63,0
2492052,level_10,10,0
2492376,level_10,18,0
2492392,level_10,2,0
2492399,level_10,1,0
2492585,level_25,42,0
2492702,level_25,16,1
2493016,level_10,28,1
2493021,level_25,9,0
2493088,level_10,23,0
2493109,level_10,0,0
2493172,level_10,47,0
2493314,level_10,22,0
2493327,level_10,203,1
2493348,level_10,6,0
2493578,level_25,29,1
2493949,level_25,118,1
2494119,level_10,0,0
2494168,level_10,13,0
2494248,level_25,8,0
2494284,level_25,2,0
2494362,level_25,116,0
2494405,level_25,1,0
2494533,level_25,29,0
2494610,level_25,21,0
2494723,level_25,6,0
2494853,level_10,215,1
2494927,level_25,8,0
2495041,level_10,2,0
2495587,level_10,32,0
2495699,level_25,5,0
2495745,level_25,7,1
2495748,level_10,109,0
2495957,level_25,14,0
2496024,level_25,29,0
2496160,level_10,7,0
2496173,level_25,18,0
2496199,level_25,1,0
2496368,level_25,167,1
2496379,level_10,3,0
2496389,level_10,153,1
2496830,level_25,214,1
2496864,level_25,7,0
2497047,level_25,28,0
2497274,level_25,166,1
2497323,level_25,290,1
2497414,level_25,15,1
2497512,level_25,116,1
2497698,level_10,1,0
2497827,level_10,31,0
2497930,level_10,203,1
2498014,level_25,2,0
2498138,level_25,61,1
2498167,level_25,34,1
2498338,level_10,51,0
2498465,level_25,33,1
2498493,level_10,12,0
2498602,level_10,69,0
2498606,level_25,19,0
2498635,level_10,1,0
2498683,level_10,2,0
2499056,level_10,33,0
2499178,level_25,238,0
2499229,level_10,61,0
2499329,level_10,4,0
2499420,level_25,30,0
2499484,level_10,39,0
2499505,level_10,16,0
2499582,level_10,206,1
2499589,level_25,2,0
2499655,level_25,21,0
2499723,level_25,44,1
2499771,level_25,82,1
2499775,level_10,58,1
2500115,level_25,29,0
2500172,level_25,4,0
2500208,level_10,14,0
2500235,level_25,114,1
2500281,level_10,9,0
2500294,level_25,9,0
2500792,level_10,0,0
2500867,level_25,228,1
2501142,level_25,92,0
2501157,level_10,36,0
2501167,level_25,363,1
2501177,level_10,7,0
2501319,level_10,607,1
2501583,level_25,44,0
2501668,level_25,98,0
2501806,level_10,56,1
2502110,level_25,25,1
2502130,level_10,23,0
2502253,level_25,4,0
2502368,level_10,15,0
2502590,level_10,46,0
2502778,level_10,1,0
2502828,level_10,42,0
2502883,level_10,9,0
2502896,level_25,2,0
2502919,level_25,4,0
2502985,level_10,19,0
2503103,level_25,52,0
2503147,level_25,78,1
2503245,level_10,6,0
2503512,level_10,41,1
2503525,level_25,4,0
2503755,level_10,39,0
2503905,level_10,59,0
2504050,level_25,50,1
2504153,level_25,203,0
2504186,level_25,111,1
2504270,level_10,88,1
2504332,level_25,201,1
2504439,level_25,8,0
2504485,level_10,62,1
2504501,level_25,14,0
2504599,level_25,3,0
2504779,level_25,36,0
2504856,level_10,10,0
2504955,level_10,54,0
2505019,level_25,392,1
2505451,level_10,5,0
2505475,level_10,13,0
2505518,level_25,65,0
2505526,level_25,40,0
2505535,level_10,3,0
2505555,level_10,51,1
2505715,level_25,0,0
2505726,level_10,0,0
2505919,level_10,0,0
2506059,level_10,1,0
2506064,level_10,5,0
2506462,level_25,37,0
2506590,level_10,26,0
2506668,level_25,4,0
2506772,level_25,4,0
2506889,level_10,92,1
2506902,level_10,11,0
2507004,level_25,15,1
2507070,level_25,37,0
2507077,level_10,4,0
2507120,level_25,601,1
2507264,level_25,12,0
2507630,level_25,467,1
2507636,level_25,6,0
2507794,level_25,63,0
2507860,level_25,28,0
2507999,level_25,56,0
2508039,level_25,21,0
2508372,level_10,307,1
2508463,level_10,3,0
2508942,level_25,15,0
2509018,level_10,30,0
2509099,level_25,7,0
2509120,level_10,11,0
2509210,level_25,1,0
2509380,level_10,2,0
2509568,level_25,12,1
2509754,level_25,0,0
2509854,level_10,6,0
2509987,level_25,10,0
2509993,level_25,5,0
2510090,level_10,8,0
2510226,level_25,74,1
2510352,level_10,27,0
2510396,level_25,6,0
2510444,level_25,113,0
2510478,level_10,4,0
2510499,level_25,30,0
2510566,level_25,9,0
2510618,level_25,19,0
2510619,level_10,2,0
2510624,level_25,22,0
2510859,level_10,11,0
2511145,level_10,7,0
2511234,level_10,18,0
2511259,level_25,150,1
2511333,level_10,35,0
2511374,level_25,19,0
2511408,level_25,1,0
2511497,level_25,59,0
2511610,level_10,5,0
2511707,level_10,4,0
2511899,level_10,95,0
2512037,level_10,13,0
2512155,level_25,269,0
2512230,level_25,22,0
2512358,level_25,121,0
2512361,level_10,80,1
2512410,level_25,97,1
2512423,level_25,0,0
2512433,level_10,5,0
2512488,level_10,1,0
2512535,level_10,42,0
2512697,level_10,9,0
2512708,level_25,85,0
2512737,level_10,14,0
2513039,level_25,4,0
2513129,level_10,16,0
2513183,level_25,11,1
2513193,level_25,0,0
2513227,level_25,11,0
2513340,level_10,10,0
2513404,level_25,8,0
2513433,level_25,8,0
2513460,level_10,8,0
2513482,level_25,18,0
2513483,level_10,64,1
2513531,level_10,3,0
2513650,level_10,84,1
2513753,level_25,116,1
2513818,level_25,1,0
2513861,level_25,0,0
2513873,level_25,21,0
2513933,level_10,20,0
2513984,level_10,18,0
2514020,level_10,1,0
2514090,level_25,27,0
2514181,level_10,2,0
2514422,level_25,1,0
2514475,level_10,55,1
2514520,level_25,17,0
2514528,level_10,254,1
2514750,level_25,45,0
2515221,level_25,1013,1
2515227,level_25,14,0
2515400,level_25,22,0
2515564,level_25,69,1
2516047,level_25,12,0
2516069,level_10,222,0
2516352,level_25,0,0
2516377,level_10,14,0
2516442,level_10,25,0
2516490,level_10,41,0
2516642,level_25,3,0
2516715,level_25,5,0
2516781,level_10,15,0
2516839,level_10,17,0
2517071,level_25,1,0
2517082,level_10,6,0
2517168,level_10,29,1
2517171,level_25,90,1
2517273,level_10,16,0
2517281,level_25,9,0
2517367,level_25,15,0
2517414,level_10,1,0
2517585,level_25,700,1
2517620,level_10,18,0
2517668,level_25,13,0
2517935,level_25,84,0
2518021,level_10,2,0
2518075,level_10,24,0
2518219,level_10,54,0
2518265,level_10,138,0
2518407,level_25,3,0
2518442,level_25,216,1
2518569,level_25,67,1
2518622,level_10,8,0
2518997,level_10,3,0
2519023,level_10,47,1
2519091,level_25,1,0
2519290,level_25,2,0
2519468,level_10,6,1
2519850,level_25,3,0
2520111,level_25,140,0
2520218,level_10,176,1
2520278,level_25,54,0
2520590,level_10,1,0
2520719,level_10,8,0
2520757,level_10,48,0
2521248,level_25,1,0
2521309,level_10,786,1
2521310,level_25,299,0
2521322,level_25,48,0
2521370,level_25,42,0
2521412,level_10,260,1
2521493,level_25,14,0
2521616,level_10,96,0
2521738,level_10,2,0
2521836,level_10,40,1
2521927,level_10,4,0
2522011,level_25,10,0
2522258,level_10,2,0
2522305,level_10,19,0
2522313,level_10,0,0
2522321,level_10,77,0
2522458,level_10,9,0
2522597,level_10,4,0
2522602,level_25,15,0
2522618,level_25,1,0
2522624,level_25,6,0
2522703,level_10,12,0
2522765,level_25,163,1
2522767,level_25,166,1
2522774,level_25,22,0
2522894,level_25,60,0
2522899,level_10,120,0
2523049,level_25,3,0
2523241,level_25,278,1
2523288,level_25,46,1
2523296,level_25,21,0
2523309,level_10,72,1
2523315,level_25,87,0
2523377,level_25,17,0
2523543,level_10,75,1
2523915,level_25,0,0
2524034,level_10,49,1
2524137,level_25,31,0
2524377,level_25,655,1
2524611,level_25,32,0
2524860,level_25,9,0
2524885,level_10,0,0
2524926,level_10,43,0
2524942,level_25,9,0
2524997,level_10,11,0
2525309,level_25,25,0
2525368,level_25,31,1
2525429,level_10,33,0
2525480,level_10,54,0
2525663,level_25,51,0
2525672,level_10,10,1
2525682,level_10,441,1
2525779,level_10,1,0
2526117,level_25,538,1
2526136,level_10,13,0
2526170,level_25,139,1
2526249,level_10,33,0
2526446,level_25,181,1
2526610,level_25,2,0
2526665,level_10,3,0
2526933,level_25,11,0
2526962,level_10,52,0
2527019,level_25,39,0
2527065,level_25,28,0
2527221,level_10,236,0
2527307,level_25,18,0
2527363,level_10,17,0
2527612,level_25,14,0
2527626,level_25,6,0
2527644,level_10,126,1
2527740,level_25,0,0
2527870,level_25,3,0
2528139,level_25,50,0
2528281,level_10,27,0
2528342,level_25,52,0
2528409,level_25,58,0
2528421,level_25,11,1
2528660,level_10,2,0
2528748,level_25,121,1
2528875,level_25,116,1
2528916,level_10,6,0
2529135,level_10,6,0
2529255,level_25,44,0
2529326,level_25,25,0
2529359,level_25,1,0
2529414,level_10,28,0
2529421,level_25,27,0
2529571,level_10,1,0
2529935,level_10,577,1
2530002,level_25,17,0
2530113,level_25,7,0
2530236,level_25,14,0
2530253,level_25,1,0
2530257,level_10,51,0
2530741,level_25,8,0
2530961,level_25,3,0
2531156,level_25,33,0
2531415,level_10,799,1
2531561,level_10,26,0
2531563,level_10,2,1
2531586,level_10,9,0
2531654,level_25,27,1
2531658,level_10,44,0
2531667,level_10,18,0
2531927,level_10,96,1
2532031,level_10,277,1
2532052,level_10,16,0
2532108,level_25,47,0
2532182,level_10,35,0
2532362,level_25,29,1
2532398,level_10,22,0
2532876,level_10,67,0
2533129,level_25,7,0
2533252,level_25,60,0
2533356,level_25,17,0
2533378,level_25,32,0
2533407,level_10,37,1
2533434,level_10,143,0
2533490,level_25,1,0
2533545,level_10,6,0
2533572,level_10,117,1
2533595,level_25,14,1
2533715,level_25,81,1
2533848,level_25,10,0
2533988,level_10,545,1
2534201,level_10,45,0
2534210,level_25,15,0
2534305,level_25,67,1
2534461,level_10,27,0
2534884,level_10,2,0
2534958,level_25,11,0
2535081,level_25,2,0
2535133,level_10,1,0
2535405,level_25,14,0
2535430,level_25,1,0
2535502,level_25,257,1
2535729,level_25,25,0
2535836,level_25,154,1
2535928,level_10,1,0
2536197,level_10,9,0
2536237,level_25,18,1
2536318,level_25,12,0
2536635,level_10,70,0
2536890,level_25,25,1
2536949,level_25,11,0
2537014,level_25,72,0
2537059,level_25,3,0
2537141,level_10,1,0
2537214,level_10,4,0
2537405,level_10,20,0
2537699,level_10,1,0
2537830,level_10,12,0
2537839,level_25,18,0
2537923,level_10,2,0
2538014,level_10,108,1
2538027,level_10,37,0
2538030,level_25,10,0
2538355,level_25,2,0
2538485,level_10,1,0
2538978,level_25,594,1
2538997,level_25,2,0
2539295,level_10,12,0
2539323,level_25,4,0
2539357,level_25,45,1
2539416,level_25,89,0
2539460,level_25,489,1
2539669,level_25,35,0
2539690,level_10,23,0
2539781,level_25,4,0
2539836,level_10,8,0
2539900,level_25,86,0
2540079,level_25,21,0
2540113,level_25,97,1
2540219,level_10,23,0
2540285,level_10,1,0
2540485,level_25,2,0
2540540,level_25,4,0
2540609,level_25,170,1
2540704,level_10,70,1
2540713,level_10,115,0
2540720,level_10,27,0
2541018,level_10,22,0
2541479,level_10,7,0
2541534,level_25,243,1
2541583,level_10,4,0
2541612,level_10,86,0
2541614,level_10,28,0
2541741,level_10,10,0
2541813,level_10,386,1
2541891,level_10,6,0
2541923,level_10,2,0
2542167,level_25,49,0
2542285,level_25,170,1
2542310,level_25,55,0
2542333,level_10,37,0
2542541,level_10,1,0
2542963,level_10,17,0
2543138,level_10,16,0
2543151,level_10,62,0
2543344,level_10,1,0
2543394,level_10,80,0
2543455,level_10,19,0
2543989,level_25,0,0
2544063,level_25,5,0
2544230,level_10,0,0
2544283,level_10,0,0
2544329,level_25,68,0
2544379,level_10,57,0
2544728,level_10,48,0
2544738,level_10,3,0
2544823,level_10,35,0
2544842,level_10,2,0
2544862,level_10,39,0
2545524,level_25,7,1
2545791,level_10,27,0
2545933,level_10,6,0
2545958,level_25,97,1
2545995,level_25,18,0
2546046,level_10,290,1
2546048,level_25,3,0
2546168,level_10,59,0
2546255,level_10,58,1
2546284,level_10,146,1
2546400,level_25,11,0
2546492,level_10,17,0
2546542,level_10,0,0
2546595,level_25,275,1
2546777,level_25,22,0
2546807,level_25,17,0
2546851,level_10,66,0
2547125,level_10,33,0
2547256,level_25,18,1
2547439,level_25,7,0
2547747,level_10,185,1
2547998,level_25,0,0
2548004,level_10,7,0
2548117,level_25,32,0
2548383,level_25,31,1
2548450,level_25,13,0
2548530,level_10,14,1
2548615,level_10,81,0
2548715,level_25,2,0
2548849,level_25,165,0
2549091,level_10,6,0
2549167,level_25,69,1
2549370,level_10,22,0
2549408,level_10,159,1
2549438,level_10,0,0
2549609,level_25,96,0
2549700,level_10,7,0
2550009,level_25,4,0
2550016,level_25,10,0
2550123,level_25,4,0
2550291,level_25,10,0
2550371,level_10,10,0
2550430,level_25,68,1
2550499,level_25,65,0
2550559,level_10,40,0
2550692,level_25,32,0
2550717,level_10,11,0
2550728,level_25,204,0
2550884,level_25,16,0
2550906,level_10,64,1
2551012,level_25,5,0
2551260,level_10,12,0
2551306,level_10,0,0
2551466,level_10,7,0
2551565,level_10,23,0
2551777,level_25,1,0
2551866,level_10,1,0
2551887,level_25,109,0
2551970,level_25,5,0
2552520,level_10,25,0
2552607,level_25,13,0
2552673,level_10,4,0
2552695,level_10,1,0
2552750,level_10,42,1
2552835,level_10,15,0
2552880,level_10,87,0
2552950,level_25,90,1
2553025,level_25,875,1
2553529,level_25,27,0
2553580,level_25,30,0
2553718,level_25,1,0
2553747,level_25,30,0
2553816,level_10,271,1
2553887,level_10,47,0
2553900,level_10,8,0
2553999,level_10,16,0
2554127,level_10,68,0
2554269,level_25,18,0
2554373,level_10,18,0
2554473,level_25,1,0
2554507,level_10,20,0
2554642,level_25,3,0
2554700,level_25,57,0
2554754,level_10,42,0
2554764,level_25,0,0
2554874,level_25,11,0
2554905,level_10,117,1
2555054,level_25,25,1
2555256,level_25,0,0
2555316,level_25,25,0
2555350,level_25,7,0
2555381,level_10,0,0
2555433,level_10,23,0
2555444,level_10,202,1
2555449,level_10,26,0
2555475,level_25,46,0
2555677,level_25,8,0
2556070,level_25,7,0
2556128,level_25,49,0
2556251,level_25,13,0
2556258,level_25,3,0
2556353,level_25,116,0
2556462,level_25,9,0
2556758,level_10,159,1
2556838,level_25,163,1
2557548,level_25,2,0
2557581,level_10,1,0
2557657,level_25,0,1
2557785,level_10,68,0
2557892,level_10,38,0
2557923,level_25,1,0
2557966,level_25,43,1
2558012,level_10,35,0
2558158,level_25,9,0
2558192,level_10,51,1
2558335,level_25,0,0
2558340,level_10,37,1
2558374,level_25,0,0
2558402,level_25,8,0
2558704,level_10,99,1
2559072,level_25,3,0
2559080,level_10,11,0
2559122,level_25,62,1
2559168,level_10,81,0
2559445,level_25,20,0
2559453,level_25,43,0
2559701,level_10,8,0
2559822,level_10,20,0
2559880,level_25,5,0
2559912,level_25,110,1
2559925,level_25,21,0
2559983,level_25,0,0
2560162,level_25,2,0
2560167,level_10,8,0
2560394,level_25,43,0
2560575,level_25,287,1
2560635,level_10,26,0
2560783,level_25,3,0
2560789,level_25,34,0
2560809,level_25,33,1
2561044,level_25,47,0
2561245,level_10,23,0
2561299,level_25,7,0
2561489,level_10,2,0
2561537,level_25,2,0
2561787,level_10,67,1
2561891,level_10,5,0
2561907,level_25,2,0
2562017,level_10,4,0
2562119,level_25,12,0
2562214,level_10,17,0
2562323,level_10,4,0
2562349,level_25,3,0
2562364,level_10,37,0
2562462,level_10,3,0
2562507,level_10,149,1
2562508,level_25,171,1
2562915,level_10,14,0
2562952,level_25,2,0
2562983,level_25,20,1
2563034,level_25,14,0
2563073,level_25,6,0
2563150,level_10,157,0
2563155,level_25,13,0
2563259,level_25,15,0
2563319,level_10,24,0
2563451,level_10,45,0
2563474,level_25,0,0
2563495,level_25,128,1
2563735,level_10,37,0
2563775,level_25,4,0
2563787,level_25,26,0
2564005,level_10,13,0
2564072,level_25,108,0
2564209,level_25,7,0
2564315,level_25,4,0
2564521,level_10,183,1
2564558,level_25,0,0
2564629,level_25,6,0
2564816,level_10,15,0
2565026,level_10,6,0
2565256,level_25,51,0
2565272,level_10,8,0
2565295,level_25,8,0
2565547,level_10,21,0
2565639,level_10,17,0
2565850,level_10,13,0
2565920,level_25,9,0
2566006,level_10,9,0
2566071,level_10,286,1
2566121,level_25,4,0
2566195,level_25,2,0
2566367,level_10,15,0
2566372,level_25,219,1
2566397,level_25,12,0
2566638,level_10,19,0
2566728,level_25,5,0
2566747,level_25,20,0
2566914,level_25,31,0
2567004,level_10,336,1
2567079,level_10,17,0
2567146,level_10,16,0
2567178,level_10,1,0
2567359,level_10,1,0
2567718,level_10,21,1
2568041,level_25,3,0
2568089,level_10,5,0
2568105,level_25,819,1
2568161,level_10,27,0
2568234,level_10,245,0
2568287,level_25,23,0
2568596,level_25,1,0
2568626,level_10,6,0
2568728,level_25,39,0
2568761,level_10,11,0
2568850,level_10,10,0
2569001,level_25,31,0
2569027,level_10,47,0
2569105,level_10,21,0
2569305,level_25,6,1
2569473,level_25,21,0
2569485,level_25,23,0
2569525,level_10,2,0
2569561,level_25,35,0
2569585,level_25,8,0
2569838,level_25,2,0
2569993,level_25,8,0
2570134,level_10,3,0
2570438,level_10,8,0
2570854,level_25,48,1
2570894,level_10,7,0
2571033,level_10,28,0
2571190,level_25,4,0
2571476,level_10,5,0
2571542,level_25,182,1
2571621,level_25,25,0
2571648,level_25,7,0
2571705,level_25,93,0
2571828,level_10,5,0
2571855,level_10,252,1
2571915,level_25,7,0
2571942,level_25,720,1
2571968,level_25,14,0
2572124,level_10,15,0
2572274,level_10,4,0
2572426,level_10,3,0
2572479,level_25,3,0
2572500,level_25,22,0
2572549,level_25,1,0
2572555,level_25,13,0
2572625,level_10,0,0
2572712,level_25,97,0
2572857,level_10,17,0
2572897,level_25,13,0
2572926,level_10,52,0
2573420,level_25,23,0
2573535,level_10,17,0
2573761,level_25,12,0
2573848,level_10,0,0
2573893,level_10,25,0
2574005,level_10,1159,1
2574054,level_25,31,0
2574262,level_10,124,1
2574292,level_10,2,0
2574385,level_10,20,0
2574431,level_25,5,0
2574669,level_10,1,0
2574681,level_25,10,0
2574686,level_25,9,0
2574927,level_10,68,0
2575051,level_25,59,0
2575140,level_10,11,0
2575320,level_25,12,0
2575347,level_25,14,0
2575471,level_10,69,1
2575492,level_10,61,0
2575513,level_10,84,0
2575551,level_25,10,0
2575638,level_25,25,0
2575661,level_25,3,0
2575838,level_10,5,0
2575973,level_25,27,1
2576148,level_10,2,0
2576170,level_25,9,0
2576298,level_25,8,0
2576363,level_10,129,1
2576513,level_25,31,0
2576990,level_25,11,0
2577015,level_10,10,0
2577120,level_10,62,1
2577252,level_10,49,0
2577384,level_10,102,0
2577434,level_10,4,0
2577655,level_10,21,0
2577777,level_10,39,0
2577857,level_10,36,1
2577927,level_10,1,0
2577949,level_10,4,0
2577997,level_10,48,1
2578119,level_25,9,0
2578148,level_25,27,0
2578174,level_10,199,1
2578279,level_10,3,0
2578316,level_25,5,0
2578353,level_10,13,1
2578372,level_25,3,0
2578500,level_25,5,0
2578553,level_25,32,0
2578555,level_25,45,1
2578609,level_10,18,0
2578751,level_25,1,0
2578758,level_10,1,0
2578838,level_10,5,0
2578855,level_10,17,1
2578870,level_25,59,1
2578915,level_10,82,1
2578941,level_10,15,1
2579119,level_10,42,1
2579169,level_10,153,1
2579261,level_10,99,1
2579279,level_10,5,0
2579442,level_10,0,0
2579446,level_10,0,0
2579458,level_25,104,1
2579460,level_10,13,0
2579513,level_25,4,0
2580017,level_10,10,0
2580068,level_25,3,0
2580072,level_10,231,1
2580078,level_25,28,0
2580434,level_25,55,0
2580799,level_25,124,1
2580806,level_10,15,0
2580946,level_10,2,0
2580950,level_10,9,0
2580999,level_10,51,0
2581034,level_10,7,0
2581077,level_10,9,1
2581142,level_25,21,0
2581184,level_25,54,0
2581485,level_25,7,0
2581652,level_25,23,0
2581756,level_25,16,1
2581857,level_10,377,1
2581877,level_25,4,0
2582095,level_25,342,1
2582256,level_25,88,0
2582418,level_10,2,0
2582729,level_10,79,0
2582876,level_25,1,0
2583039,level_10,49,0
2583114,level_10,16,0
2583149,level_25,3,0
2583238,level_25,20,0
2583269,level_10,1,0
2583328,level_25,14,0
2583363,level_10,30,0
2583645,level_10,1,0
2583646,level_10,96,1
2583707,level_10,141,1
2583740,level_25,12,0
2583890,level_10,3,0
2584377,level_25,17,0
2584380,level_25,107,1
2584449,level_10,6,0
2584632,level_10,27,0
2584708,level_10,0,0
2584724,level_10,65,0
2584820,level_25,14,0
2584933,level_10,34,0
2584959,level_10,5,0
2584968,level_10,15,0
2585047,level_10,19,0
2585075,level_25,7,0
2585121,level_25,2,0
2585151,level_25,8,0
2585260,level_10,28,0
2585307,level_25,11,0
2585355,level_10,4,0
2585437,level_25,6,0
2585461,level_10,26,0
2585695,level_25,20,1
2585813,level_10,32,0
2585941,level_25,5,0
2586045,level_10,90,0
2586408,level_10,1,0
2586987,level_25,90,0
2587004,level_25,2,0
2587076,level_10,33,0
2587161,level_10,45,1
2587342,level_25,7,1
2587508,level_10,35,0
2587640,level_10,15,0
2587775,level_25,1,0
2587935,level_25,13,0
2588303,level_25,128,1
2588380,level_10,39,0
2588393,level_10,21,1
2588514,level_25,2,0
2588665,level_10,0,0
2588695,level_10,42,1
2588764,level_10,316,1
2588782,level_25,455,0
2588960,level_25,13,0
2589004,level_10,8,0
2589067,level_25,8,0
2589109,level_10,3,0
2589347,level_25,256,1
2589365,level_25,58,0
2589485,level_10,48,1
2589579,level_10,3,0
2589798,level_25,7,0
2590042,level_10,2,0
2590146,level_10,37,0
2590169,level_10,17,1
2590353,level_10,47,0
2590407,level_10,32,1
2590445,level_25,17,0
2590651,level_25,20,0
2590685,level_25,5,0
2590758,level_25,65,0
2590972,level_25,12,0
2590977,level_25,2,0
2590995,level_25,6,0
2591245,level_25,13,0
2591262,level_25,8,0
2591369,level_10,20,0
2591730,level_25,7,0
2591764,level_25,1,0
2591863,level_25,54,0
2591909,level_25,21,0
2592135,level_25,188,1
2592194,level_10,1,0
2592210,level_10,6,0
2592293,level_25,6,0
2592309,level_25,149,1
2592548,level_10,15,0
2592559,level_10,63,0
2592586,level_25,30,0
2592595,level_10,17,0
2592671,level_10,2,0
2592782,level_25,44,1
2592816,level_10,395,1
2592969,level_25,0,0
2593000,level_25,11,0
2593463,level_25,36,0
2593484,level_10,1,0
2593555,level_25,8,0
2593735,level_10,14,0
2593806,level_25,13,0
2593888,level_25,33,0
2593940,level_10,1,0
2593946,level_10,0,0
2594004,level_25,26,1
2594089,level_10,3,0
2594342,level_10,24,0
2594646,level_25,3,0
2594812,level_10,1,0
2594860,level_10,3,0
2594890,level_25,9,0
2594923,level_25,500,1
2594959,level_10,26,0
2594961,level_10,32,1
2595334,level_10,35,0
2595340,level_10,1,0
2595361,level_10,150,0
2595381,level_25,76,0
2595464,level_10,49,0
2595559,level_25,39,1
2595626,level_10,68,0
2595899,level_10,5,0
2596036,level_25,13,0
2596069,level_25,8,0
2596509,level_10,9,0
2596554,level_10,97,0
2596572,level_10,4,0
2596583,level_25,13,0
2596603,level_25,17,1
2596615,level_25,57,1
2596705,level_25,43,0
2596738,level_10,131,1
2596809,level_25,10,0
2596994,level_10,7,0
2597242,level_10,16,0
2597300,level_10,55,0
2597488,level_10,4,0
2597533,level_25,50,1
2597563,level_10,4,0
2597912,level_10,0,0
2597932,level_25,15,0
2597968,level_25,33,0
2597991,level_10,2,0
2598063,level_25,31,0
2598091,level_25,30,0
2598392,level_10,7,0
2598523,level_25,25,0
2598653,level_10,202,0
2598698,level_25,13,0
2598804,level_10,27,0
2598973,level_25,17,1
2599071,level_10,6,0
2599094,level_25,424,1
2599121,level_10,70,0
2599154,level_10,11,0
2599196,level_10,26,0
2599320,level_25,8,0
2599453,level_25,32,1
2599518,level_25,11,0
2599639,level_10,20,0
2599735,level_10,22,0
2600199,level_10,12,0
2600459,level_25,40,0
2600627,level_25,4,0
2600708,level_25,0,0
2600716,level_10,29,0
2600726,level_25,117,0
2600757,level_25,37,0
2600806,level_25,39,0
2600853,level_25,8,0
2600995,level_10,4,0
2601138,level_25,9,0
2601151,level_25,25,0
2601310,level_10,19,0
2601342,level_25,86,0
2601474,level_25,41,0
2601477,level_25,0,0
2601480,level_25,8,0
2601492,level_10,62,1
2601755,level_10,15,0
2601999,level_10,1,0
2602106,level_25,56,0
2602255,level_25,24,0
2602291,level_25,290,1
2602759,level_25,8,0
2602797,level_25,4,0
2603695,level_25,2,0
2603699,level_25,96,0
2603700,level_25,35,0
2603739,level_25,38,0
2603747,level_25,25,0
2603770,level_10,10,0
2604020,level_10,14,0
2604655,level_25,226,0
2604723,level_25,2,0
2604892,level_10,112,0
2604918,level_25,13,0
2605046,level_25,3,0
2605113,level_10,78,0
2605135,level_10,72,0
2605242,level_10,15,0
2605425,level_10,12,1
2605541,level_10,23,0
2605900,level_10,18,0
2605939,level_25,16,0
2606150,level_10,17,0
2606180,level_10,2,0
2606507,level_25,26,0
2606748,level_10,2,0
2606776,level_25,27,0
2606802,level_10,6,0
2606818,level_25,173,0
2607121,level_25,5,0
2607224,level_10,0,0
2607287,level_10,50,0
2607534,level_10,109,1
2607631,level_25,20,0
2607920,level_10,0,0
2608195,level_10,14,0
2608199,level_25,57,0
2608285,level_25,18,0
2608346,level_10,261,1
2608363,level_10,216,1
2608412,level_10,0,0
2608539,level_10,29,0
2608623,level_10,2,0
2608789,level_25,2,0
2608980,level_10,66,0
2609021,level_10,221,1
2609169,level_25,9,0
2609324,level_10,1,0
2609380,level_25,6,0
2609595,level_10,36,0
2609611,level_10,8,0
2609652,level_25,1,0
2609711,level_25,4,0
2609843,level_25,3,0
2609901,level_25,40,0
2609912,level_10,8,0
2610056,level_10,172,1
2610386,level_10,17,0
2610543,level_10,1,0
2610635,level_10,9,0
2610667,level_10,10,0
2610697,level_25,27,0
2610768,level_25,280,1
2610811,level_25,129,0
2610855,level_10,32,0
2610860,level_10,3,0
2610918,level_25,78,0
2611157,level_10,6,0
2611174,level_10,22,0
2611185,level_10,2,0
2611351,level_25,106,1
2611392,level_10,134,0
2611404,level_25,297,1
2611505,level_25,1,0
2611562,level_10,2,0
2611689,level_10,72,0
2611713,level_10,1,0
2611792,level_10,485,1
2611919,level_10,7,0
2611941,level_10,8,0
2612014,level_25,46,1
2612072,level_10,1,0
2612093,level_25,5,0
2612112,level_25,5,0
2612141,level_25,24,0
2612165,level_25,160,1
2612457,level_25,20,0
2612670,level_25,82,0
2612799,level_25,96,0
2612848,level_10,39,0
2612854,level_25,11,0
2612869,level_25,85,0
2613093,level_25,95,0
2613115,level_10,4,0
2613145,level_10,42,0
2613158,level_25,121,1
2613386,level_10,108,0
2613518,level_25,12,0
2613627,level_25,4,0
2613846,level_10,65,0
2613881,level_25,4,0
2614002,level_10,15,0
2614283,level_10,11,0
2614367,level_25,78,1
2614477,level_10,50,0
2614561,level_10,14,0
2614573,level_25,15,0
2614679,level_25,18,0
2614729,level_25,49,0
2614733,level_25,6,0
2614910,level_25,7,0
2615167,level_25,1,0
2615275,level_25,2,0
2615360,level_10,32,0
2615417,level_10,1,0
2615479,level_10,25,0
2615709,level_10,18,0
2615742,level_10,3,0
2615840,level_10,494,1
2615959,level_25,16,0
2615976,level_10,15,0
