,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,month
628538,2021-01-17 19:24:20+00:00,view,124712,2144415924424278172,electronics.audio.acoustic,edifier,204.79,1515915625593147719,fBWHOTBFFd,2021-01-01
863805,2021-02-25 04:47:21+00:00,view,87414,2144415926445932750,electronics.audio.acoustic,morel,113.81,1515915625595483116,YXCxkRNfBl,2021-02-01
625992,2021-01-17 12:36:17+00:00,view,1571192,2144415924491387038,computers.components.motherboard,gigabyte,125.3,1515915625594005201,qU6csv5jYE,2021-01-01
447393,2020-12-15 13:21:47+00:00,view,4101981,2144415926890528986,computers.components.sound_card,creative,166.41,1515915625561990804,AiEycMw6ht,2020-12-01
753109,2021-02-06 13:23:25+00:00,cart,482057,2144415923107266682,computers.peripherals.printer,canon,154.06,1515915625542801177,jAL70S7Jkk,2021-02-01
782736,2021-02-11 05:50:39+00:00,view,4079420,2144415922427789416,computers.components.videocards,msi,449.51,1515915625603937649,yX95c55XUk,2021-02-01
774366,2021-02-09 18:46:48+00:00,cart,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625603420848,ahA3ZXj4Fa,2021-02-01
581955,2021-01-10 16:49:17+00:00,view,1571193,2144415924491387038,computers.components.motherboard,gigabyte,98.51,1515915625570259986,mG4wnl6FD4,2021-01-01
298143,2020-11-17 10:01:40+00:00,view,1578114,2144415924751433893,computers.notebook,pitatel,52.86,1515915625540341084,cSo8TGCxUp,2020-11-01
764549,2021-02-08 10:29:01+00:00,cart,4102739,2144415922427789416,computers.components.videocards,msi,294.41,1515915625602881300,sbskZlfp3U,2021-02-01
566928,2021-01-08 09:31:32+00:00,view,4099648,2144415922427789416,computers.components.videocards,palit,259.38,1515915625573144567,tJAYhVZ2th,2021-01-01
527587,2020-12-30 20:41:26+00:00,cart,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625571104307,yFqRsCVuyh,2020-12-01
465747,2020-12-19 05:01:08+00:00,view,3642540,2144415925011480748,stationery.cartrige,hp,26.19,1515915625564965419,5yfunndKNG,2020-12-01
660934,2021-01-22 15:53:01+00:00,view,855163,2144415926554984657,construction.tools.drill,bosch,209.05,1515915625469270684,vsMF0jYRcZ,2021-01-01
788546,2021-02-12 03:48:50+00:00,view,877060,2144415922427789416,computers.components.videocards,msi,187.29,1515915625538010548,MyGa3vTy8V,2021-02-01
634534,2021-01-18 17:31:53+00:00,view,1715851,2144415922528452715,electronics.telephone,sirius,21.59,1515915625567783333,0PVKNARxDk,2021-01-01
404511,2020-12-06 21:02:23+00:00,view,224824,2144415925011480748,stationery.cartrige,hp,31.48,1515915625548585678,LU4038vk9u,2020-12-01
62395,2020-10-08 13:36:56+00:00,view,4079421,2144415922427789416,computers.components.videocards,gigabyte,479.51,1515915625450328730,G7ikwV82Zt,2020-10-01
30965,2020-10-01 14:27:26+00:00,cart,4086284,2144415921588928594,auto.accessories.gps,navitel,90.63,1515915625520342229,XIcmEF7ela,2020-10-01
758383,2021-02-07 11:21:17+00:00,cart,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625601304304,3ZqZ6OdjFb,2021-02-01
860501,2021-02-24 13:00:21+00:00,cart,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625609130385,QmwikR2csU,2021-02-01
724111,2021-02-01 20:48:21+00:00,view,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625593948004,B7SPeOmBJD,2021-02-01
698202,2021-01-28 14:08:23+00:00,view,952895,2144415926806642904,computers.components.power_supply,chieftec,78.46,1515915625591659523,F6ohHpTTBU,2021-01-01
286613,2020-11-15 17:57:50+00:00,view,13327,2144415925086978222,computers.peripherals.scanner,epson,164.33,1515915625538678826,FpnV7FSHG7,2020-11-01
78416,2020-10-12 11:32:39+00:00,cart,4134165,2144415925229584562,electronics.telephone,gigaset,82.52,1515915625522915522,JcnG8UiaQQ,2020-10-01
255089,2020-11-11 04:05:42+00:00,cart,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625536453422,LSno9Ad8Te,2020-11-01
768661,2021-02-08 22:04:35+00:00,cart,4079422,2144415922427789416,computers.components.videocards,gigabyte,418.48,1515915625603113992,OBozWZS6m5,2021-02-01
830523,2021-02-19 02:35:51+00:00,cart,87414,2144415926445932750,electronics.audio.acoustic,morel,113.81,1515915625595483116,3aeLafuxtX,2021-02-01
266323,2020-11-12 14:15:19+00:00,view,1342635,2144415923107266682,computers.peripherals.printer,hp,154.32,1515915625526838728,rsSas5yIQD,2020-11-01
426665,2020-12-11 13:04:16+00:00,cart,3642540,2144415925011480748,stationery.cartrige,hp,26.19,1515915625560913361,yLjUI7JFyN,2020-12-01
42377,2020-10-04 09:00:44+00:00,view,4155385,2144415922427789416,computers.components.videocards,sapphire,539.57,1515915625520712323,CmEhlHy2Qd,2020-10-01
463891,2020-12-18 16:36:34+00:00,view,4099646,2144415922427789416,computers.components.videocards,msi,304.41,1515915625564849782,3ESbzSI3KU,2020-12-01
68194,2020-10-09 20:18:18+00:00,view,1015945,2144415934608048556,computers.peripherals.printer,cactus,23.65,1515915625524134096,Yu8hpJkZZj,2020-10-01
578502,2021-01-10 07:01:29+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625591326405,ZsLBhZ6iOJ,2021-01-01
761830,2021-02-07 22:39:30+00:00,view,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625602721694,bgQP0EVrmZ,2021-02-01
315106,2020-11-19 13:29:56+00:00,view,874314,2144415936461930977,electronics.tablet,sirius,7.59,1515915625518435582,fdEDGNKoun,2020-11-01
66237,2020-10-09 11:02:06+00:00,view,1285468,2144415934800986545,construction.tools.welding,favourite,59.95,1515915625520301473,NQntlfZbwa,2020-10-01
375368,2020-11-30 13:22:46+00:00,view,4101104,2144415922092245087,computers.peripherals.joystick,dialog,72.98,1515915625542199931,NCrXi6ek4G,2020-11-01
802052,2021-02-14 11:16:13+00:00,cart,4154618,2144415922427789416,computers.components.videocards,msi,457.51,1515915625605371477,Kru5YXrKue,2021-02-01
634223,2021-01-18 16:48:04+00:00,view,4079420,2144415922427789416,computers.components.videocards,msi,449.51,1515915625594560001,I3MkEBMstX,2021-01-01
456310,2020-12-17 08:29:40+00:00,view,4079433,2144415927972659448,computers.notebook,dell,170.25,1515915625564252393,uDmSR4zxEC,2020-12-01
752240,2021-02-06 10:48:45+00:00,view,1757030,2144415923107266682,computers.peripherals.printer,pantum,118.57,1515915625600932303,DOMzJynsJr,2021-02-01
510615,2020-12-27 12:56:21+00:00,view,1795247,2144415923014991993,auto.accessories.videoregister,pioneer,67.78,1515915625561634842,53rb5NxgLi,2020-12-01
782680,2021-02-11 05:37:31+00:00,cart,3983659,2144415922427789416,computers.components.videocards,gigabyte,959.83,1515915625600990209,wS9gFtu8jM,2021-02-01
250747,2020-11-10 11:30:57+00:00,view,3791403,2144415926966026460,computers.components.cpu,amd,236.97,1515915625536453422,tshQE8PcP1,2020-11-01
781125,2021-02-10 19:35:31+00:00,view,877060,2144415922427789416,computers.components.videocards,msi,187.29,1515915625556432434,88ChsOK5Fu,2021-02-01
473957,2020-12-20 16:09:07+00:00,view,3720494,2144415927049912542,electronics.video.tv,lg,258.89,1515915625563621633,82boECLcLK,2020-12-01
294659,2020-11-16 19:35:55+00:00,view,864021,2144415924751433893,computers.notebook,mobilepc,23.33,1515915625540178336,4GHKCxvG4R,2020-11-01
849525,2021-02-22 11:59:02+00:00,view,4154236,2144415922427789416,computers.components.videocards,palit,187.78,1515915625599980479,D4kFj5renF,2021-02-01
276132,2020-11-14 05:32:51+00:00,view,1521646,2144415924491387038,computers.components.motherboard,asrock,55.65,1515915625539150431,alxEL8eVaC,2020-11-01
807885,2021-02-15 10:18:20+00:00,view,1694779,2144415924491387038,computers.components.motherboard,gigabyte,90.17,1515915625536567608,ngNtN0stBl,2021-02-01
278472,2020-11-14 12:51:14+00:00,cart,1795171,2144415922360680550,computers.peripherals.camera,canyon,39.75,1515915625538681434,5vBJEKBo4V,2020-11-01
454477,2020-12-16 20:04:29+00:00,view,4013582,2144415922528452715,electronics.telephone,sirius,26.98,1515915625563721753,TLVKPlQZHo,2020-12-01
819020,2021-02-17 06:08:40+00:00,view,4101544,2144415922427789416,computers.components.videocards,asus,310.41,1515915625606340792,CIlpGOkyTs,2021-02-01
495626,2020-12-24 10:06:09+00:00,view,3791509,2144415922427789416,computers.components.videocards,palit,466.52,1515915625547812769,NyHTEFANzo,2020-12-01
234311,2020-11-08 05:21:33+00:00,view,1453086,2144415937812496902,construction.tools.light,remax,30.16,1515915625536896492,4HH5FWSxvM,2020-11-01
854585,2021-02-23 11:38:45+00:00,view,3791773,2144415922427789416,computers.components.videocards,gigabyte,448.51,1515915625608758482,BEsgXCNBRv,2021-02-01
768256,2021-02-08 20:20:56+00:00,view,4102053,2144415922427789416,computers.components.videocards,msi,218.98,1515915625603091463,eUzvWIMSdH,2021-02-01
659302,2021-01-22 11:05:21+00:00,view,462232,2144415923107266682,computers.peripherals.printer,brother,254.67,1515915625595795951,3cISowxZU7,2021-01-01
565178,2021-01-07 21:59:17+00:00,view,4079565,2144415922427789416,computers.components.videocards,sapphire,519.56,1515915625574068583,jvxxM16Wry,2021-01-01
733258,2021-02-03 09:56:53+00:00,view,4078916,2144415922427789416,computers.components.videocards,sapphire,415.54,1515915625600087450,QyUcLNOR5u,2021-02-01
527516,2020-12-30 20:14:27+00:00,view,799642,2144415926806642904,computers.components.power_supply,zalman,127.08,1515915625571087374,A4f74l8c62,2020-12-01
687646,2021-01-26 19:28:16+00:00,view,3977213,2144415922427789416,computers.components.videocards,palit,839.75,1515915625597381947,0sD8ovumvF,2021-01-01
852473,2021-02-22 23:03:45+00:00,view,4079061,2144415922427789416,computers.components.videocards,powercolor,399.48,1515915625608609561,XTTyfGCbwk,2021-02-01
647953,2021-01-20 15:37:28+00:00,view,4183863,2144415922427789416,computers.components.videocards,palit,577.6,1515915625595271558,MvY7wXRTxT,2021-01-01
871017,2021-02-26 09:21:45+00:00,cart,1168166,2144415927049912542,electronics.video.tv,starwind,105.87,1515915625592581341,2W73nHKMIv,2021-02-01
849898,2021-02-22 12:50:11+00:00,view,1830099,2144415922427789416,computers.components.videocards,palit,486.81,1515915625608439301,mOu6pygeVw,2021-02-01
350231,2020-11-25 12:34:16+00:00,view,4085921,2144415921588928594,auto.accessories.gps,navitel,75.29,1515915625542837393,AucSYiKdaE,2020-11-01
748332,2021-02-05 16:33:31+00:00,view,3961719,2144415922427789416,computers.components.videocards,asus,600.6,1515915625595271558,4Ewyco2iGs,2021-02-01
641538,2021-01-19 17:08:57+00:00,view,1521577,2144415926445932750,electronics.audio.acoustic,ural,51.59,1515915625594564315,28JVWrtCbz,2021-01-01
807502,2021-02-15 09:24:46+00:00,view,1021309,2144415926966026460,computers.components.cpu,intel,137.63,1515915625536567608,ngNtN0stBl,2021-02-01
604082,2021-01-13 21:16:35+00:00,cart,799067,2144415923107266682,computers.peripherals.printer,canon,82.97,1515915625592861404,Y8TwtIK2eA,2021-01-01
553513,2021-01-05 18:37:51+00:00,view,1454357,2144415923107266682,computers.peripherals.printer,canon,279.02,1515915625573209976,ss3Fi3n8yf,2021-01-01
699848,2021-01-28 19:04:36+00:00,view,4155232,2144415948222759717,computers.peripherals.mouse,acer,96.32,1515915625596088279,P7rCTOgmx2,2021-01-01
213303,2020-11-04 16:51:06+00:00,view,1724625,2144415924424278172,electronics.audio.acoustic,edifier,259.94,1515915625498093228,sjjj8xqsUj,2020-11-01
135209,2020-10-22 16:21:39+00:00,view,1413338,2144415926966026460,computers.components.cpu,amd,178.22,1515915625528204003,ekkUBQbdrd,2020-10-01
615869,2021-01-15 17:14:27+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625593509248,Ec6XAvCi2H,2021-01-01
99196,2020-10-16 13:50:17+00:00,view,636151,2144415934608048556,computers.peripherals.printer,katun,38.79,1515915625526647141,WcYN9Q4pi0,2020-10-01
518497,2020-12-28 19:55:05+00:00,view,1813579,2144415925011480748,stationery.cartrige,canon,100.75,1515915625561747690,vKF4TPeHqA,2020-12-01
418319,2020-12-09 17:18:40+00:00,view,1830027,2144415922427789416,computers.components.videocards,gigabyte,470.52,1515915625556444067,88u7gUaFQz,2020-12-01
501597,2020-12-25 14:30:59+00:00,view,4154168,2144415923207929981,auto.accessories.player,jvc,99.92,1515915625568658425,43t302Qna7,2020-12-01
524784,2020-12-30 08:51:16+00:00,view,1578612,2144415922872385653,electronics.tablet,xiaomi,284.3,1515915625524630866,C2t4BfcTQ8,2020-12-01
637304,2021-01-19 06:42:38+00:00,view,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625594590115,5OqHnKa1Kt,2021-01-01
525312,2020-12-30 11:00:22+00:00,view,4079100,2144415922427789416,computers.components.videocards,gigabyte,444.51,1515915625570839523,AilIOEXDgo,2020-12-01
658070,2021-01-22 07:37:33+00:00,view,19491,2144415923207929981,auto.accessories.player,pioneer,366.51,1515915625529151739,RvN5zyv3eC,2021-01-01
629769,2021-01-18 03:36:12+00:00,view,1777065,2144415922402623591,computers.peripherals.monitor,asus,112.4,1515915625591659523,F6ohHpTTBU,2021-01-01
682988,2021-01-26 07:49:30+00:00,view,3829445,2144415922427789416,computers.components.videocards,gigabyte,591.59,1515915625596222123,SXPLbE3Ybs,2021-01-01
422899,2020-12-10 16:22:23+00:00,view,3828501,2144415927049912542,electronics.video.tv,bbk,87.16,1515915625556434208,bNs6sqitcL,2020-12-01
652672,2021-01-21 11:18:18+00:00,view,4154620,2144415922427789416,computers.components.videocards,msi,656.63,1515915625595516719,HkQxNPDcsW,2021-01-01
730795,2021-02-02 21:17:42+00:00,view,840623,2144415924491387038,computers.components.motherboard,asus,82.33,1515915625597833461,qngEOoCA6d,2021-02-01
579284,2021-01-10 09:30:24+00:00,view,1011074,2144415923107266682,computers.peripherals.printer,hp,105.4,1515915625591318230,AdtD4BiwBL,2021-01-01
768130,2021-02-08 20:01:23+00:00,view,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625603091463,UfLiyTTwv5,2021-02-01
390900,2020-12-03 16:03:18+00:00,view,1666738,2144415924491387038,computers.components.motherboard,gigabyte,126.1,1515915625547955131,CMfpAvE0u6,2020-12-01
658187,2021-01-22 07:54:17+00:00,cart,4101567,2144415922427789416,computers.components.videocards,msi,274.4,1515915625595818974,AUkeCJL9F4,2021-01-01
353280,2020-11-26 02:21:40+00:00,view,3791403,2144415926966026460,computers.components.cpu,amd,236.97,1515915625538464398,11JoqL0Iwm,2020-11-01
250737,2020-11-10 11:30:01+00:00,view,1830099,2144415922427789416,computers.components.videocards,palit,486.81,1515915625536453422,tshQE8PcP1,2020-11-01
884671,2021-02-28 20:52:13+00:00,view,4079112,2144415922427789416,computers.components.videocards,msi,470.71,1515915625610976222,Y5pISvQgod,2021-02-01
791720,2021-02-12 13:48:31+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625604706500,oaTpMaT7HE,2021-02-01
637453,2021-01-19 07:06:52+00:00,view,3829913,2144415923107266682,computers.peripherals.printer,pantum,116.05,1515915625594720476,RqRzOVFRMK,2021-01-01
338509,2020-11-23 08:33:47+00:00,view,1803369,2144415926697590997,computers.desktop,steelseries,108.59,1515915625542265276,xfFMUVCGHo,2020-11-01
638398,2021-01-19 09:43:18+00:00,view,4079304,2144415922427789416,computers.components.videocards,msi,461.52,1515915625592297326,Xa73Sv2FVQ,2021-01-01
155014,2020-10-26 09:34:58+00:00,view,3959577,2144415922402623591,computers.peripherals.monitor,philips,202.95,1515915625530581820,pHb47XjtIh,2020-10-01
857690,2021-02-24 01:04:16+00:00,view,610251,2144415922092245087,computers.peripherals.joystick,logitech,406.43,1515915625608942796,PU5hu3dCEQ,2021-02-01
239696,2020-11-08 20:02:02+00:00,view,4316,2144415973380194812,computers.components.hdd,transcend,63.83,1515915625537161515,jvNpTjFnTq,2020-11-01
624855,2021-01-17 09:10:16+00:00,view,788436,2144415922167742561,computers.components.hdd,seagate,84.89,1515915625594052406,kJdQysorCE,2021-01-01
855742,2021-02-23 15:09:26+00:00,cart,39101,2144415925623849146,appliances.kitchen.mixer,bosch,58.86,1515915625608806337,wZeqAt9gkq,2021-02-01
876192,2021-02-27 08:47:43+00:00,view,859883,2144415922427789416,computers.components.videocards,gigabyte,136.59,1515915625607340790,PkNNPH55g5,2021-02-01
332168,2020-11-22 04:23:11+00:00,view,4079061,2144415922427789416,computers.components.videocards,powercolor,399.48,1515915625542260088,NMYnQDAWN7,2020-11-01
713281,2021-01-31 07:40:28+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625596222123,SXPLbE3Ybs,2021-01-01
529364,2020-12-31 11:50:36+00:00,view,3581970,2144415926806642904,computers.components.power_supply,ginzzu,43.48,1515915625565669009,pKgwXCg1Rn,2020-12-01
183561,2020-10-30 18:31:57+00:00,view,496921,2144415924424278172,electronics.audio.acoustic,edifier,268.6,1515915625525638548,67rZNMOUzU,2020-10-01
693778,2021-01-27 19:39:40+00:00,view,471287,2144415924424278172,electronics.audio.acoustic,edifier,117.75,1515915625568370220,TLvZ51v20O,2021-01-01
646769,2021-01-20 12:11:31+00:00,view,3977213,2144415922427789416,computers.components.videocards,palit,839.75,1515915625542433471,gBc9QqJ5IO,2021-01-01
304610,2020-11-18 07:17:34+00:00,view,3698752,2144415925011480748,stationery.cartrige,lexmark,52.05,1515915625538878776,nhC1U0VxwT,2020-11-01
620878,2021-01-16 14:35:08+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625593808825,hBgIhq2mrQ,2021-01-01
350456,2020-11-25 13:19:07+00:00,view,4154627,2144415922427789416,computers.components.videocards,asus,211.14,1515915625543628909,eKijWqaQAd,2020-11-01
619811,2021-01-16 11:41:17+00:00,view,1694779,2144415924491387038,computers.components.motherboard,gigabyte,90.17,1515915625592477987,sRoCoIqPWn,2021-01-01
539434,2021-01-03 08:30:15+00:00,view,1694776,2144415924491387038,computers.components.motherboard,asus,159.14,1515915625572177804,AzSauYOrRI,2021-01-01
577328,2021-01-09 21:52:55+00:00,view,4078916,2144415922427789416,computers.components.videocards,sapphire,415.54,1515915625573277239,TW47aNT4uf,2021-01-01
354873,2020-11-26 09:52:53+00:00,view,1507368,2144415922016747613,computers.peripherals.wifi,keenetic,172.86,1515915625544021043,JXTfUgLdcv,2020-11-01
874281,2021-02-26 19:57:44+00:00,view,4101569,2144415922427789416,computers.components.videocards,asus,482.52,1515915625610135040,FvIuGLGQah,2021-02-01
301904,2020-11-17 18:22:18+00:00,cart,4279,2144415922360680550,computers.peripherals.camera,logitech,26.46,1515915625540527751,N13azmGuwO,2020-11-01
183399,2020-10-30 17:57:57+00:00,cart,3660481,2144415924491387038,computers.components.motherboard,asrock,55.16,1515915625531303178,MFevzqBuJo,2020-10-01
518660,2020-12-28 20:45:33+00:00,view,3790736,2144415923107266682,computers.peripherals.printer,canon,163.52,1515915625570183917,FKvHoZT6nM,2020-12-01
770095,2021-02-09 07:21:31+00:00,view,4183859,2144415922427789416,computers.components.videocards,msi,205.25,1515915625521154128,MYGBTmTbTw,2021-02-01
223949,2020-11-06 10:29:49+00:00,cart,4085921,2144415921588928594,auto.accessories.gps,navitel,75.29,1515915625534748472,iWPSl85bgs,2020-11-01
847040,2021-02-22 00:09:29+00:00,cart,1011050,2144415925196030129,electronics.telephone,samsung,863.94,1515915625608257776,rk3fTDWEyZ,2021-02-01
431493,2020-12-12 14:05:18+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625561645652,J7EnYrPQyi,2020-12-01
671745,2021-01-24 13:33:34+00:00,view,1830099,2144415922427789416,computers.components.videocards,palit,486.81,1515915625564291324,IEKYDvZ7C3,2021-01-01
636358,2021-01-19 01:03:06+00:00,view,3829444,2144415922427789416,computers.components.videocards,gigabyte,897.79,1515915625594697366,rM2hRDa0lS,2021-01-01
209924,2020-11-04 07:25:05+00:00,view,1830918,2144415924491387038,computers.components.motherboard,asrock,54.17,1515915625534143343,efY3sSrzAN,2020-11-01
28814,2020-10-01 06:36:46+00:00,view,1625509,2144415926445932750,electronics.audio.acoustic,pioneer,71.59,1515915625385482819,RFGiVFsXdT,2020-10-01
579488,2021-01-10 10:01:25+00:00,view,3581577,2144415924491387038,computers.components.motherboard,asrock,111.27,1515915625570259986,mG4wnl6FD4,2021-01-01
646208,2021-01-20 10:51:09+00:00,view,4154167,2144415923207929981,auto.accessories.player,jvc,133.03,1515915625595178653,ITNhXZUmQl,2021-01-01
298424,2020-11-17 10:36:03+00:00,cart,1306429,2144415924684325027,electronics.audio.headphone,jbl,113.11,1515915625536653320,VV5daH3TkD,2020-11-01
199341,2020-11-02 14:33:07+00:00,view,1804316,2144415922872385653,electronics.tablet,irbis,127.08,1515915625533783256,ILdvjrIdKI,2020-11-01
638079,2021-01-19 08:55:36+00:00,view,4079566,2144415922427789416,computers.components.videocards,msi,490.54,1515915625592297326,Xa73Sv2FVQ,2021-01-01
682867,2021-01-26 07:26:47+00:00,view,4101438,2144415927049912542,electronics.video.tv,starwind,226.79,1515915625597214140,WnN14hkVbm,2021-01-01
577901,2021-01-10 02:16:13+00:00,view,1571193,2144415924491387038,computers.components.motherboard,gigabyte,98.51,1515915625570259986,RzLpDAm4e6,2021-01-01
780657,2021-02-10 18:11:59+00:00,view,1016084,2144415926806642904,computers.components.power_supply,accord,107.16,1515915625603840072,6qlelZS49a,2021-02-01
162625,2020-10-27 12:31:24+00:00,view,1735131,2144415923107266682,computers.peripherals.printer,epson,210.19,1515915625528887111,qobDQEXt7w,2020-10-01
607988,2021-01-14 12:44:08+00:00,view,4079567,2144415922427789416,computers.components.videocards,gigabyte,312.43,1515915625572739225,4w3Ho026RA,2021-01-01
642596,2021-01-19 19:43:18+00:00,view,3977213,2144415922427789416,computers.components.videocards,palit,839.75,1515915625594697366,BcCn4dBk8T,2021-01-01
660141,2021-01-22 13:13:41+00:00,view,3964980,2144415922427789416,computers.components.videocards,palit,609.6,1515915625595920255,JrbGQetRy2,2021-01-01
528733,2020-12-31 08:16:41+00:00,view,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625571230036,VsMIOnWkAL,2020-12-01
259076,2020-11-11 14:12:41+00:00,view,4102739,2144415922427789416,computers.components.videocards,msi,294.41,1515915625538185093,IIdVVQBrUz,2020-11-01
757395,2021-02-07 08:34:56+00:00,view,3791288,2144415922427789416,computers.components.videocards,palit,441.49,1515915625601662357,rsSNb2bO8G,2021-02-01
260335,2020-11-11 16:47:45+00:00,cart,1976000,2144415926966026460,computers.components.cpu,intel,177.79,1515915625538189543,miWzVEMXXt,2020-11-01
499435,2020-12-25 06:19:16+00:00,view,1830099,2144415922427789416,computers.components.videocards,palit,486.81,1515915625566179125,rNTlTeIpVM,2020-12-01
267521,2020-11-12 17:41:16+00:00,view,3537468,2144415922427789416,computers.components.videocards,palit,298.76,1515915625538252652,9TEebLuUzb,2020-11-01
869573,2021-02-26 04:41:47+00:00,view,1399780,2144415926966026460,computers.components.cpu,amd,149.7,1515915625599634258,0mteBHYVG3,2021-02-01
650173,2021-01-21 00:02:25+00:00,view,1830099,2144415922427789416,computers.components.videocards,palit,486.81,1515915625592375250,eWdBP3o8eD,2021-01-01
633148,2021-01-18 13:54:04+00:00,view,4076546,2144415924222951574,auto.accessories.parktronic,sho-me,23.75,1515915625571481161,TOhahqLAr7,2021-01-01
567311,2021-01-08 10:39:42+00:00,view,842002,2144415926966026460,computers.components.cpu,intel,214.08,1515915625574235684,DaOBIN8jSo,2021-01-01
737026,2021-02-03 20:49:02+00:00,view,3792776,2144415925196030129,electronics.telephone,xiaomi,243.51,1515915625600312652,Ism1I6ogES,2021-02-01
506165,2020-12-26 15:32:02+00:00,view,1735481,2144415924491387038,computers.components.motherboard,asus,134.13,1515915625540648616,O1uIiDGibn,2020-12-01
569009,2021-01-08 15:13:30+00:00,cart,4154618,2144415922427789416,computers.components.videocards,msi,457.51,1515915625577920896,G6GvNVYyEX,2021-01-01
878049,2021-02-27 15:20:43+00:00,view,462239,2144415923107266682,computers.peripherals.printer,brother,144.51,1515915625610448511,lra5YGgudi,2021-02-01
254731,2020-11-11 00:41:19+00:00,view,1756495,2144415923207929981,auto.accessories.player,jvc,265.68,1515915625537384574,4cr9pK5ue9,2020-11-01
804402,2021-02-14 17:51:10+00:00,view,4099648,2144415922427789416,computers.components.videocards,palit,259.38,1515915625605494988,OgdHtWSrOp,2021-02-01
301684,2020-11-17 17:57:32+00:00,view,3605200,2144415957425061931,computers.peripherals.scanner,motorola,107.41,1515915625540523971,ijgeGkJZs3,2020-11-01
368531,2020-11-29 07:20:52+00:00,cart,4099764,2144415923207929981,auto.accessories.player,pioneer,126.68,1515915625539234362,93GsfFDgjT,2020-11-01
453182,2020-12-16 15:22:04+00:00,view,3804563,2144415926966026460,computers.components.cpu,intel,97.35,1515915625563777169,1AqMHxKBBh,2020-12-01
636971,2021-01-19 05:38:51+00:00,view,3979536,2144415922427789416,computers.components.videocards,asus,957.83,1515915625594650480,C8sSw84jbn,2021-01-01
257343,2020-11-11 10:23:55+00:00,cart,462242,2144415923107266682,computers.peripherals.printer,brother,129.52,1515915625538033378,EgNgDQ6lC1,2020-11-01
310002,2020-11-18 18:37:09+00:00,view,1413340,2144415926966026460,computers.components.cpu,amd,137.63,1515915625540938748,e6UcZDnxaM,2020-11-01
76676,2020-10-12 05:11:53+00:00,cart,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625524974086,5fFCWjU3xr,2020-10-01
382583,2020-12-01 21:40:26+00:00,cart,1444469,2144415924491387038,computers.components.motherboard,asrock,134.13,1515915625526822567,LPp8zGWZDA,2020-12-01
609726,2021-01-14 17:15:26+00:00,view,1428320,2144415941352489571,electronics.tablet,samsung,18.57,1515915625593152967,xhmIMcL2yg,2021-01-01
840526,2021-02-20 18:54:07+00:00,view,1813579,2144415925011480748,stationery.cartrige,canon,100.75,1515915625607785641,Kr8FoahN15,2021-02-01
596625,2021-01-12 18:42:26+00:00,cart,893196,2144415922427789416,computers.components.videocards,sapphire,214.1,1515915625592375250,eeoux0ZmPG,2021-01-01
53104,2020-10-06 12:59:45+00:00,cart,4079113,2144415922427789416,computers.components.videocards,msi,409.49,1515915625461593155,a981f9aa-ee9c-4b5e-9f0c-7bde0a01609f,2020-10-01
678144,2021-01-25 12:44:31+00:00,view,4154627,2144415922427789416,computers.components.videocards,asus,211.14,1515915625593430554,lWqJMj8c13,2021-01-01
872951,2021-02-26 15:25:47+00:00,view,886914,2144415926185885895,construction.tools.drill,dewalt,118.57,1515915625609327687,0xkCyfmORP,2021-02-01
805110,2021-02-14 19:51:48+00:00,view,1013490,2144415925196030129,electronics.telephone,ark,39.05,1515915625605536363,U7D5DzhXBl,2021-02-01
604244,2021-01-13 22:13:20+00:00,view,4183850,2144415922427789416,computers.components.videocards,powercolor,429.51,1515915625573700047,df3kDv7W8e,2021-01-01
804460,2021-02-14 18:00:41+00:00,view,4079061,2144415922427789416,computers.components.videocards,powercolor,399.48,1515915625605509782,Cpvzb7YAFj,2021-02-01
474228,2020-12-20 16:55:41+00:00,view,1633627,2144415924491387038,computers.components.motherboard,gigabyte,58.6,1515915625542433471,B1kUocWWnF,2020-12-01
390891,2020-12-03 15:59:40+00:00,view,4154234,2144415924491387038,computers.components.motherboard,msi,72.98,1515915625547955131,CMfpAvE0u6,2020-12-01
147465,2020-10-24 19:57:05+00:00,cart,571855,2144415934608048556,computers.peripherals.printer,hi-black,12.25,1515915625522910615,CKqwUtxL1S,2020-10-01
